LOGGERNAME,TIMESTAMP,JOB_ID,CLASS_ID,INTERARRIVAL_SAMECLASS,INTERARRIVAL_ANYCLASS,SIMUL_START_TIME
LOG_Sink,24.479962495664495,0,Class1,1.8884182157443838,0.07996249566450331,
LOG_M1,25.06775597992156,38,Class1,1.9938555548269115,0.7677559799215707,
LOG_M1,25.19999999999999,40,Class2,0.8999999999999986,0.13224402007842784,
LOG_Sink,25.29999999999999,40,Class2,0.8999999999999986,0.8200375043354953,
LOG_M1,25.663782755159808,41,Class1,0.5960267752382471,0.46378275515981926,
LOG_M1,26.099999999999987,42,Class2,0.8999999999999986,0.4362172448401793,
LOG_Sink,26.19999999999999,42,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,26.381090318432644,41,Class1,1.9011278227681494,0.18109031843265555,
LOG_M1,26.84696332552307,43,Class1,1.1831805703632625,0.7469633255230832,
LOG_M1,26.999999999999986,44,Class2,0.8999999999999986,0.15303667447691538,
LOG_M1,27.074028319261572,45,Class1,0.22706499373850164,0.07402831926158626,
LOG_Sink,27.099999999999987,44,Class2,0.8999999999999986,0.718909681567343,
LOG_Sink,27.274148636775276,43,Class1,0.8930583183426322,0.17414863677528913,
LOG_M1,27.899999999999984,46,Class2,0.8999999999999986,0.8259716807384123,
LOG_Sink,27.999999999999986,46,Class2,0.8999999999999986,0.7258513632247094,
LOG_M1,28.799999999999983,48,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,28.899999999999984,48,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,29.412976996757024,38,Class1,2.1388283599817477,0.5129769967570397,
LOG_M1,29.69999999999998,49,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,29.799999999999983,49,Class2,0.8999999999999986,0.3870230032429589,
LOG_M1,30.59999999999998,50,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,30.69999999999998,50,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,31.25450022226129,47,Class1,4.180471902999717,0.6545002222613086,
LOG_M1,31.49999999999998,51,Class2,0.8999999999999986,0.24549977773869003,
LOG_Sink,31.59999999999998,51,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,32.26353178271337,13,Class1,2.850554785956348,0.6635317827133917,
LOG_M1,32.39999999999998,53,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,32.49999999999998,53,Class2,0.8999999999999986,0.23646821728660683,
LOG_M1,33.299999999999976,54,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,33.39999999999998,54,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,34.199999999999974,55,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,34.299999999999976,55,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,35.09999999999997,56,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,35.199999999999974,56,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,35.9125717191031,45,Class1,3.649039936389727,0.7125717191031242,
LOG_M1,35.99999999999997,57,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,36.09999999999997,57,Class2,0.8999999999999986,0.18742828089687436,
LOG_M1,36.52738255050906,52,Class1,5.272882328247771,0.5273825505090883,
LOG_Sink,36.64479063892249,35,Class1,0.7322189198193882,0.5447906389225139,
LOG_M1,36.73939984246166,59,Class1,0.21201729195259844,0.21201729195259844,
LOG_M1,36.89999999999997,58,Class2,0.8999999999999986,0.1606001575383118,
LOG_Sink,36.99999999999997,58,Class2,0.8999999999999986,0.3552093610774847,
LOG_M1,37.79999999999997,61,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,37.89999999999997,61,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,38.5814949028068,31,Class1,1.936704263884316,0.6814949028068327,
LOG_M1,38.69999999999997,62,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,38.79999999999997,62,Class2,0.8999999999999986,0.2185050971931659,
LOG_M1,39.599999999999966,63,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,39.69999999999997,63,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,39.7389331652593,60,Class1,2.999533322797639,0.1389331652593313,
LOG_M1,40.499999999999964,64,Class2,0.8999999999999986,0.7610668347406673,
LOG_Sink,40.599999999999966,64,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,40.810630686709985,65,Class1,1.0716975214506874,0.31063068671002014,
LOG_M1,41.39999999999996,66,Class2,0.8999999999999986,0.5893693132899784,
LOG_Sink,41.499999999999964,66,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,41.72443924632914,67,Class1,0.9138085596191559,0.3244392463291774,
LOG_Sink,42.21699501052561,52,Class1,3.635500107718805,0.7169950105256433,
LOG_M1,42.29999999999996,68,Class2,0.8999999999999986,0.5755607536708212,
LOG_Sink,42.39999999999996,68,Class2,0.8999999999999986,0.18300498947435528,
LOG_M1,43.19999999999996,70,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,43.29999999999996,70,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,43.99188234071173,59,Class1,1.7748873301861252,0.6918823407117713,
LOG_M1,44.09999999999996,71,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,44.19999999999996,71,Class2,0.8999999999999986,0.20811765928822723,
LOG_M1,44.62138455676435,69,Class1,2.896945310435207,0.5213845567643887,
LOG_M1,44.99999999999996,72,Class2,0.8999999999999986,0.3786154432356099,
LOG_Sink,45.09999999999996,72,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,45.899999999999956,74,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,45.99999999999996,74,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,46.654465442751096,69,Class1,2.6625831020393633,0.6544654427511389,
LOG_M1,46.799999999999955,75,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,46.899999999999956,75,Class2,0.8999999999999986,0.24553455724885964,
LOG_M1,47.4080155498289,73,Class1,2.7866309930645556,0.6080155498289486,
LOG_M1,47.69999999999995,76,Class2,0.8999999999999986,0.29198445017105,
LOG_Sink,47.799999999999955,76,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,48.59999999999995,78,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,48.69999999999995,78,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,48.85922097178725,65,Class1,2.204755529036156,0.159220971787299,
LOG_M1,49.49999999999995,79,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,49.59999999999995,79,Class2,0.8999999999999986,0.7407790282126996,
LOG_M1,50.39999999999995,80,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,50.49999999999995,80,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,50.73988861506763,77,Class1,3.3318730652387245,0.33988861506767876,
LOG_M1,51.29999999999995,81,Class2,0.8999999999999986,0.5601113849323198,
LOG_Sink,51.39999999999995,81,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,51.4057289347645,77,Class1,2.5465079629772447,0.005728934764547944,
LOG_Sink,52.087384435947875,67,Class1,0.6816555011833785,0.6816555011833785,
LOG_M1,52.199999999999946,83,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,52.29999999999995,83,Class2,0.8999999999999986,0.21261556405207216,
LOG_M1,53.00186282813545,82,Class1,2.2619742130678233,0.8018628281355049,
LOG_M1,53.099999999999945,84,Class2,0.8999999999999986,0.09813717186449367,
LOG_Sink,53.199999999999946,84,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,53.99999999999994,86,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,54.099999999999945,86,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,54.89999999999994,87,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,54.99999999999994,87,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,55.096971526311215,82,Class1,3.0095870903633397,0.09697152631127182,
LOG_Sink,55.275265801849756,60,Class1,0.1782942755385406,0.1782942755385406,
LOG_M1,55.79999999999994,88,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,55.89999999999994,88,Class2,0.8999999999999986,0.6247341981501862,
LOG_M1,56.69529957575149,85,Class1,3.6934367476160403,0.895299575751551,
LOG_M1,56.69999999999994,89,Class2,0.8999999999999986,0.004700424248447632,
LOG_Sink,56.79999999999994,89,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,56.908484985162154,73,Class1,1.6332191833123986,0.10848498516221383,
LOG_M1,57.59999999999994,91,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,57.69999999999994,91,Class2,0.8999999999999986,0.7915150148377847,
LOG_Sink,57.800638051647006,85,Class1,0.8921530664848518,0.10063805164706707,
LOG_M1,58.499999999999936,92,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,58.59999999999994,92,Class2,0.8999999999999986,0.7993619483529315,
LOG_M1,59.399999999999935,93,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,59.499999999999936,93,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,60.29999999999993,94,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,60.399999999999935,94,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,61.097034303507506,90,Class1,4.401734727756015,0.7970343035075729,
LOG_M1,61.19999999999993,95,Class2,0.8999999999999986,0.1029656964924257,
LOG_Sink,61.29999999999993,95,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,62.09999999999993,97,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,62.19999999999993,97,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,62.99999999999993,98,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,63.09999999999993,98,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,63.89999999999993,99,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,63.99999999999993,99,Class2,0.8999999999999986,0.8999999999999986,
LOG_M1,64.79999999999993,100,Class2,0.8999999999999986,0.8999999999999986,
LOG_Sink,64.89999999999992,100,Class2,0.8999999999999915,0.8999999999999915,
LOG_M1,65.69999999999993,101,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,65.79999999999993,101,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,66.59999999999994,102,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,66.69999999999993,102,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,67.49999999999994,103,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,67.59999999999994,103,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,68.39999999999995,104,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,68.49999999999994,104,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,69.29999999999995,105,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,69.39999999999995,105,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,70.16283262941928,96,Class1,9.065798325911778,0.86283262941933,
LOG_M1,70.19999999999996,106,Class2,0.9000000000000057,0.03716737058067565,
LOG_Sink,70.29999999999995,106,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,71.09999999999997,108,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,71.19999999999996,108,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,71.99999999999997,109,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,72.09999999999997,109,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,72.89999999999998,110,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,72.99999999999997,110,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,73.79999999999998,111,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,73.89999999999998,111,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,74.69999999999999,112,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,74.76364050964817,47,Class1,16.963002458001164,0.8636405096481923,
LOG_Sink,74.79999999999998,112,Class2,0.9000000000000057,0.036359490351813406,
LOG_M1,75.42783656033679,107,Class1,5.265003930917501,0.7278365603367973,
LOG_M1,75.44963670671896,114,Class1,0.021800146382176422,0.021800146382176422,
LOG_M1,75.6,113,Class2,0.9000000000000057,0.15036329328103193,
LOG_Sink,75.69999999999999,113,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,76.5,116,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,76.6,116,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,77.20284750795435,90,Class1,2.439206998306176,0.6028475079543512,
LOG_M1,77.4,117,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,77.5,117,Class2,0.9000000000000057,0.2971524920456545,
LOG_M1,78.30000000000001,118,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,78.4,118,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,79.14219255071795,115,Class1,3.6925558439989885,0.8421925507179395,
LOG_M1,79.20000000000002,119,Class2,0.9000000000000057,0.05780744928206616,
LOG_Sink,79.30000000000001,119,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,79.55011009197416,120,Class1,0.4079175412562108,0.35011009197414467,
LOG_Sink,79.8332046767743,114,Class1,2.6303571688199554,0.5332046767742895,
LOG_M1,80.10000000000002,121,Class2,0.9000000000000057,0.549889908025861,
LOG_Sink,80.20000000000002,121,Class2,0.9000000000000057,0.3667953232257162,
LOG_M1,80.96286370707257,122,Class1,1.41275361509841,0.8628637070725489,
LOG_M1,81.00000000000003,123,Class2,0.9000000000000057,0.03713629292745679,
LOG_Sink,81.10000000000002,123,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,81.90000000000003,125,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,81.96066711541849,124,Class1,0.9978034083459164,0.06066711541845393,
LOG_Sink,82.00000000000003,125,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,82.36194770343717,120,Class1,2.528743026662866,0.36194770343713856,
LOG_M1,82.80000000000004,126,Class2,0.9000000000000057,0.8393328845815518,
LOG_Sink,82.82590300787939,124,Class1,0.4639553044422229,0.4639553044422229,
LOG_Sink,82.90000000000003,126,Class2,0.9000000000000057,0.07409699212064425,
LOG_Sink,82.91114110677134,115,Class1,0.08523809889194922,0.011141106771304976,
LOG_M1,83.70000000000005,128,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,83.80000000000004,128,Class2,0.9000000000000057,0.8888588932287007,
LOG_M1,83.92490635653395,127,Class1,1.9642392411154646,0.22490635653390711,
LOG_M1,84.60000000000005,129,Class2,0.9000000000000057,0.6750936434660986,
LOG_Sink,84.70000000000005,129,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,84.92314690927887,127,Class1,2.012005802507531,0.22314690927882452,
LOG_M1,85.50000000000006,131,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,85.60000000000005,131,Class2,0.9000000000000057,0.6768530907211812,
LOG_M1,86.40000000000006,132,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,86.50000000000006,132,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,87.30000000000007,133,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,87.40000000000006,133,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,87.59836189240914,107,Class1,2.6752149831302745,0.19836189240908197,
LOG_M1,88.20000000000007,134,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,88.30000000000007,134,Class2,0.9000000000000057,0.7016381075909237,
LOG_M1,89.10000000000008,135,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,89.20000000000007,135,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,90.00000000000009,136,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,90.10000000000008,136,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,90.16801028789607,96,Class1,2.5696483954869223,0.06801028789598718,
LOG_Sink,90.50539905241858,122,Class1,0.3373887645225153,0.3373887645225153,
LOG_M1,90.52418968778952,130,Class1,6.599283331255563,0.5241896877894305,
LOG_M1,90.90000000000009,137,Class2,0.9000000000000057,0.37581031221057515,
LOG_Sink,91.00000000000009,137,Class2,0.9000000000000057,0.4946009475815032,
LOG_M1,91.8000000000001,139,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,91.90000000000009,139,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,92.7000000000001,140,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,92.8000000000001,140,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,93.60000000000011,141,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,93.7000000000001,141,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,94.50000000000011,142,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,94.60000000000011,142,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,94.61393381272816,130,Class1,4.108534760309581,0.013933812728055273,
LOG_M1,95.40000000000012,143,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,95.50000000000011,143,Class2,0.9000000000000057,0.8860661872719504,
LOG_M1,96.30000000000013,144,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,96.40000000000012,144,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,96.41949525052343,138,Class1,5.89530556273391,0.11949525052330046,
LOG_Sink,97.0173182456173,138,Class1,2.4033844328891405,0.6173182456171844,
LOG_M1,97.20000000000013,145,Class2,0.9000000000000057,0.7805047494767052,
LOG_M1,97.26949421359309,146,Class1,0.849998963069666,0.06949421359296082,
LOG_Sink,97.30000000000013,145,Class2,0.9000000000000057,0.2826817543828213,
LOG_M1,98.10000000000014,147,Class2,0.9000000000000057,0.8305057864070449,
LOG_Sink,98.20000000000013,147,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,99.00000000000014,149,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,99.10000000000014,149,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,99.90000000000015,150,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,100.00000000000014,150,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,100.20205578399562,148,Class1,2.9325615704025267,0.3020557839954705,
LOG_M1,100.75185848670247,152,Class1,0.5498027027068559,0.5498027027068559,
LOG_M1,100.80000000000015,151,Class2,0.9000000000000057,0.04814151329767924,
LOG_Sink,100.90000000000015,151,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,101.70000000000016,154,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,101.80000000000015,154,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,102.60000000000016,155,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,102.70000000000016,155,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,103.29787555821497,153,Class1,2.5460170715124946,0.697875558214804,
LOG_M1,103.4399699388717,157,Class1,0.1420943806567294,0.1420943806567294,
LOG_M1,103.50000000000017,156,Class2,0.9000000000000057,0.06003006112847231,
LOG_Sink,103.60000000000016,156,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,104.40000000000018,159,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,104.50000000000017,159,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,104.5631232798902,157,Class1,7.545805034272902,0.06312327989003563,
LOG_Sink,104.987591815579,146,Class1,0.4244685356887885,0.4244685356887885,
LOG_M1,105.30000000000018,160,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,105.40000000000018,160,Class2,0.9000000000000057,0.41240818442118155,
LOG_Sink,106.13995360760386,153,Class1,1.1523617920248626,0.739953607603681,
LOG_M1,106.20000000000019,161,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,106.30000000000018,161,Class2,0.9000000000000057,0.16004639239632468,
LOG_M1,107.1000000000002,162,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,107.20000000000019,162,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,107.50642036445569,152,Class1,1.3664667568518354,0.306420364455505,
LOG_M1,108.0000000000002,163,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,108.1000000000002,163,Class2,0.9000000000000057,0.5935796355445007,
LOG_M1,108.9000000000002,164,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,109.0000000000002,164,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,109.80000000000021,165,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,109.9000000000002,165,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,110.70000000000022,166,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,110.80000000000021,166,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,110.94482116659577,148,Class1,3.4384008021400803,0.14482116659556254,
LOG_M1,111.60000000000022,167,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,111.70000000000022,167,Class2,0.9000000000000057,0.7551788334044431,
LOG_M1,112.50000000000023,168,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,112.60000000000022,168,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,113.40000000000023,169,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,113.50000000000023,169,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,114.30000000000024,170,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,114.40000000000023,170,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,115.20000000000024,171,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,115.30000000000024,171,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,116.10000000000025,172,Class2,0.9000000000000057,0.9000000000000057,
LOG_Sink,116.20000000000024,172,Class2,0.9000000000000057,0.9000000000000057,
LOG_M1,117.00000000000026,173,Class2,0.9000000000000057,0.9000000000000057,
